year,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption
2016,9.006832122802734,0.7092183232307434,66.30000305175781,0.6109869480133057,-0.15432994067668915,0.9214210510253906
2017,9.07620620727539,0.6979249119758606,66.5999984741211,0.6136970520019531,-0.1308402419090271,0.8646833300590515
2007,10.614797592163086,0.9652761816978455,71.72000122070312,0.8906819820404053,0.34404465556144714,0.5125784873962402
2008,10.630682945251465,0.9466351866722107,71.87999725341797,0.9157333374023438,0.302262544631958,0.43081051111221313
2010,10.63416576385498,0.9545195698738098,72.19999694824219,0.932058572769165,0.3137113153934479,0.3661274015903473
2011,10.644599914550781,0.9670292139053345,72.30000305175781,0.944586455821991,0.36629390716552734,0.3817717432975769
2012,10.665409088134766,0.9445990324020386,72.4000015258789,0.9351462721824646,0.27057358622550964,0.3682517409324646
2013,10.674018859863281,0.9282051920890808,72.5,0.9333791732788086,0.26568934321403503,0.43153902888298035
2014,10.684465408325195,0.9237987399101257,72.5999984741211,0.9229322671890259,0.31542283296585083,0.44202136993408203
2015,10.69316577911377,0.951861560344696,72.69999694824219,0.9218710064888,0.3286537528038025,0.35655438899993896
2016,10.705615997314453,0.9423342347145081,73.0,0.9223157167434692,0.23524387180805206,0.39854511618614197
2017,10.711926460266113,0.9499578475952148,73.30000305175781,0.9105501770973206,0.3140246868133545,0.41134652495384216
2006,10.657212257385254,0.936350405216217,70.76000213623047,0.9413823485374451,0.30622002482414246,0.49011117219924927
2008,10.701935768127441,0.9345927834510803,71.08000183105469,0.8790692687034607,0.2950839102268219,0.6136252284049988
2010,10.676743507385254,0.914193332195282,71.4000015258789,0.8959797620773315,0.1346990168094635,0.5461448431015015
2011,10.702181816101074,0.94415682554245,71.54000091552734,0.9393556118011475,0.13535234332084656,0.7027209997177124
2012,10.7044038772583,0.945142388343811,71.68000030517578,0.9197039008140564,0.12157544493675232,0.7705857753753662
2013,10.69876480102539,0.949809193611145,71.81999969482422,0.9217344522476196,0.17202697694301605,0.6789368987083435
2014,10.697540283203125,0.898920476436615,71.95999908447266,0.8850268721580505,0.1213882640004158,0.5669313073158264
2015,10.6976957321167,0.9281103014945984,72.0999984741211,0.9003051519393921,0.10258261114358902,0.5574796199798584
2016,10.707072257995605,0.9263185858726501,72.4000015258789,0.88851398229599,0.08345643430948257,0.5236409902572632
2017,10.72531509399414,0.9062178134918213,72.69999694824219,0.890030562877655,0.13669559359550476,0.5183038115501404
2006,9.294886589050293,0.8544148802757263,61.880001068115234,0.7715281844139099,-0.2513014078140259,0.7741171717643738
2007,9.510391235351562,0.7532467842102051,62.2599983215332,0.5220463275909424,-0.22364746034145355,0.8709099888801575
2008,9.590065002441406,0.6842672228813171,62.63999938964844,0.6010432839393616,-0.04632311686873436,0.7151247262954712
2009,9.658864974975586,0.7359703183174133,63.02000045776367,0.4981383979320526,-0.10384150594472885,0.7538497447967529
2010,9.693744659423828,0.6870009899139404,63.400001525878906,0.5010710954666138,-0.14020851254463196,0.8583466410636902
2011,9.6648588180542,0.7251939177513123,63.63999938964844,0.5374842882156372,-0.12148120254278183,0.795119047164917
2012,9.673361778259277,0.7618732452392578,63.880001068115234,0.5988590717315674,-0.15690270066261292,0.7631548047065735
2013,9.71721076965332,0.7696901559829712,64.12000274658203,0.6719569563865662,-0.18479026854038239,0.6988195776939392
2014,9.732317924499512,0.7994333505630493,64.36000061035156,0.732772946357727,-0.22521065175533295,0.6538453102111816
2015,9.730857849121094,0.7857027649879456,64.5999984741211,0.7642894983291626,-0.21476687490940094,0.615552544593811
2016,9.688558578491211,0.777271032333374,64.9000015258789,0.7125731706619263,-0.2211456298828125,0.6067708134651184
2017,9.675921440124512,0.7870393991470337,65.19999694824219,0.7310304641723633,-0.24178460240364075,0.6525390148162842
2009,10.614365577697754,0.9041434526443481,65.94000244140625,0.8959314227104187,0.03490935266017914,0.5061039328575134
2010,10.610798835754395,0.8771150708198547,66.30000305175781,0.8620029091835022,-0.0030920091085135937,0.7146201729774475
2011,10.60083293914795,0.9078677296638489,66.58000183105469,0.8698703646659851,-0.053865499794483185,0.582522451877594
2006,7.647485256195068,0.6720021963119507,59.02000045776367,0.6116642355918884,0.07255182415246964,0.7859162092208862
2007,7.703425407409668,0.5141707062721252,59.439998626708984,0.6045383214950562,0.04453998804092407,0.8061168789863586
2008,7.750367641448975,0.4665534794330597,59.86000061035156,0.6060121655464172,-0.03949099779129028,0.801819920539856
2009,7.788419723510742,0.5278135538101196,60.279998779296875,0.6309310793876648,-0.07042158395051956,0.7760039567947388
2010,7.831392765045166,0.5493984818458557,60.70000076293945,0.6590056419372559,-0.012159304693341255,0.7735304832458496
2011,7.882590293884277,0.6064590215682983,61.119998931884766,0.8379953503608704,-0.06536555290222168,0.7570026516914368
2012,7.9342169761657715,0.5817652940750122,61.540000915527344,0.6676822900772095,-0.030447766184806824,0.764894425868988
2013,7.9810471534729,0.530139684677124,61.959999084472656,0.7415180206298828,-0.011699981056153774,0.7427741885185242
2014,8.02846622467041,0.5770650506019592,62.380001068115234,0.7355128526687622,-0.09439223259687424,0.7893747091293335
2015,8.080761909484863,0.6014682650566101,62.79999923706055,0.8147962689399719,-0.06474121659994125,0.7206009030342102
2016,8.138567924499512,0.6491169333457947,63.29999923706055,0.8747004866600037,-0.08509983867406845,0.6878536343574524
2017,8.198176383972168,0.7125527858734131,63.79999923706055,0.8962171673774719,0.015172433108091354,0.6350144743919373
2006,9.427806854248047,0.9178986549377441,61.099998474121094,0.7070804834365845,-0.24935773015022278,0.7082747220993042
2007,9.514896392822266,0.8575276732444763,61.400001525878906,0.6672995090484619,-0.22827713191509247,0.69484943151474
2008,9.615477561950684,0.9037003517150879,61.70000076293945,0.6399238705635071,-0.22363674640655518,0.6964959502220154
2009,9.619705200195312,0.9077778458595276,62.0,0.679292619228363,-0.20660211145877838,0.6755430698394775
2010,9.696499824523926,0.9180001616477966,62.29999923706055,0.7000644207000732,-0.16627468168735504,0.7061206102371216
2011,9.750726699829102,0.9098877906799316,62.880001068115234,0.6560108661651611,-0.17171387374401093,0.6719386577606201
2012,9.768373489379883,0.9019615054130554,63.459999084472656,0.6452488303184509,-0.22107332944869995,0.6574302315711975
2013,9.778199195861816,0.9225059747695923,64.04000091552734,0.7234312891960144,-0.18127112090587616,0.6530391573905945
2014,9.794417381286621,0.8802588582038879,64.62000274658203,0.6471845507621765,-0.05206473171710968,0.6815087199211121
2015,9.753775596618652,0.9240726232528687,65.19999694824219,0.6227534413337708,-0.09512234479188919,0.6686781644821167
2016,9.72693157196045,0.926551103591919,65.5,0.6582288146018982,-0.12923668324947357,0.6640551686286926
2017,9.75228214263916,0.9002557992935181,65.80000305175781,0.6209792494773865,-0.12533225119113922,0.6541134119033813
2007,10.636418342590332,0.9216027855873108,70.26000213623047,0.9008703827857971,0.07127951085567474,0.721093475818634
2008,10.636320114135742,0.9229770302772522,70.44000244140625,0.8870267271995544,0.008513896726071835,0.6518005132675171
2010,10.623420715332031,0.9305701851844788,70.80000305175781,0.8069302439689636,0.024106044322252274,0.6973655819892883
2011,10.628233909606934,0.936955451965332,70.91999816894531,0.8801535964012146,-0.012421652674674988,0.7110438942909241
2012,10.624377250671387,0.9271170496940613,71.04000091552734,0.8552666306495667,-0.04797600209712982,0.7575725317001343
2013,10.621668815612793,0.9091861844062805,71.16000366210938,0.8907110691070557,0.01897262968122959,0.5736643075942993
2014,10.629697799682617,0.9435491561889648,71.27999877929688,0.8609535098075867,0.003845448372885585,0.5119757652282715
2015,10.641149520874023,0.8852088451385498,71.4000015258789,0.8694749474525452,0.06490544229745865,0.4687846302986145
2016,10.650507926940918,0.9289640784263611,71.5999984741211,0.865759015083313,-0.05312977358698845,0.4966591000556946
2017,10.663850784301758,0.921639084815979,71.80000305175781,0.8568019866943359,0.057111334055662155,0.5430460572242737
2007,8.971896171569824,0.8722666501998901,61.599998474121094,0.7053059339523315,0.01995770074427128,0.7689844369888306
2014,8.971749305725098,0.7569324970245361,62.220001220703125,0.8735690712928772,0.008542167022824287,0.7821053862571716
2006,7.469059467315674,0.44478121399879456,50.099998474121094,0.5800693035125732,0.011993168853223324,0.7898624539375305
2008,7.5181660652160645,0.38237351179122925,50.900001525878906,0.7094769477844238,0.018799535930156708,0.82524573802948
2011,7.507080078125,0.47749438881874084,51.97999954223633,0.7729187607765198,-0.11910805851221085,0.8494722247123718
2012,7.526144504547119,0.5230273008346558,52.2599983215332,0.7689710855484009,-0.0882125049829483,0.8059776425361633
2013,7.567667484283447,0.5768230557441711,52.540000915527344,0.7832404971122742,-0.061730146408081055,0.8559555411338806
2014,7.601428508758545,0.506091296672821,52.81999969482422,0.7755457758903503,-0.0726984441280365,0.8548269271850586
2015,7.594452857971191,0.43438851833343506,53.099998474121094,0.7333835959434509,-0.0038466090336441994,0.850098192691803
2016,7.605721473693848,0.49281585216522217,53.5,0.779795229434967,-0.04272615164518356,0.837715744972229
2017,7.634958744049072,0.4358789920806885,53.900001525878906,0.7268082499504089,-0.042791202664375305,0.7672346234321594
2013,8.937952995300293,0.8189489841461182,59.599998474121094,0.8102014660835266,0.35875406861305237,0.802428126335144
2014,8.981477737426758,0.8803419470787048,59.900001525878906,0.8342224955558777,0.27395954728126526,0.6503384709358215
2015,9.033617973327637,0.8475744128227234,60.20000076293945,0.8301015496253967,0.2834285795688629,0.6339557766914368
2006,8.471928596496582,0.8342799544334412,59.0,0.7701347470283508,-0.03535525128245354,0.7944841980934143
2007,8.499361991882324,0.7961364984512329,59.5,0.7799352407455444,0.009464731439948082,0.8169939517974854
2008,8.542119979858398,0.7852623462677002,60.0,0.7256197333335876,-0.08297275751829147,0.8014203906059265
2009,8.558477401733398,0.8313199281692505,60.5,0.7789385914802551,-0.027386028319597244,0.7626045346260071
2010,8.582480430603027,0.8071855902671814,61.0,0.7033410668373108,-0.05978897958993912,0.7813425064086914
2011,8.616987228393555,0.8167828321456909,61.34000015258789,0.7816737294197083,-0.030569950118660927,0.82485431432724
2012,8.650941848754883,0.7808194160461426,61.68000030517578,0.8623796701431274,-0.006271033547818661,0.8397014141082764
2013,8.700945854187012,0.8027380704879761,62.02000045776367,0.8459316492080688,-0.05831414833664894,0.8118565678596497
2014,8.738662719726562,0.8213446140289307,62.36000061035156,0.8810588717460632,0.026317700743675232,0.8318544626235962
2015,8.770962715148926,0.8287057876586914,62.70000076293945,0.8836250901222229,-0.02108442224562168,0.862373948097229
2016,8.797916412353516,0.7959587574005127,63.0,0.8817487359046936,-0.038354311138391495,0.852592945098877
2017,8.824520111083984,0.7786617875099182,63.29999923706055,0.8839049339294434,-0.11202117055654526,0.8192619681358337
2007,9.140024185180664,0.7656038403511047,66.04000091552734,0.34156566858291626,0.007694173138588667,0.9261249899864197
2009,9.169543266296387,0.7352321743965149,66.4800033569336,0.25753381848335266,-0.02383938618004322,0.9587398767471313
2010,9.186415672302246,0.7727537155151367,66.69999694824219,0.36496689915657043,-0.12623873353004456,0.9330300688743591
2011,9.207985877990723,0.7252428531646729,66.73999786376953,0.33331209421157837,-0.03306688740849495,0.9247843623161316
2012,9.215204238891602,0.7788598537445068,66.77999877929688,0.41978931427001953,-0.010988246649503708,0.953421950340271
2013,9.255894660949707,0.7668277621269226,66.81999969482422,0.390341579914093,0.04337761551141739,0.9698362350463867
2014,9.28453540802002,0.7876517176628113,66.86000061035156,0.4119373857975006,0.2333260178565979,0.9763396382331848
2015,9.330212593078613,0.6557236313819885,66.9000015258789,0.630698025226593,-0.053145330399274826,0.9598536491394043
2016,9.373830795288086,0.8077051043510437,67.19999694824219,0.6334537267684937,0.1352350264787674,0.9573119878768921
2017,9.415287971496582,0.7752952575683594,67.5,0.5637986660003662,0.09237097948789597,0.9233430624008179
2006,9.42711353302002,0.8830357789993286,46.81999969482422,0.8237746357917786,-0.1977991908788681,0.7232391834259033
2008,9.524703025817871,0.8319053053855896,49.86000061035156,0.857776403427124,-0.1675950139760971,0.8062264919281006
2010,9.490632057189941,0.8656247854232788,52.900001525878906,0.826219379901886,-0.1460215002298355,0.8139854073524475
2011,9.53521728515625,0.860028088092804,53.68000030517578,0.812514066696167,-0.2532234787940979,0.8161584734916687
2012,9.566903114318848,0.8367431163787842,54.459999084472656,0.7994102239608765,-0.2060859054327011,0.8144228458404541
2013,9.663146018981934,0.8555707931518555,55.2400016784668,0.7673574090003967,-0.15756593644618988,0.7488477826118469
2014,9.69123649597168,0.8594778180122375,56.02000045776367,0.79137122631073,-0.1083180159330368,0.7430738210678101
2015,9.658858299255371,0.8156560659408569,56.79999923706055,0.8571689128875732,-0.11963708698749542,0.8602929711341858
2016,9.682666778564453,0.7683027982711792,57.5,0.8516948819160461,-0.2561380863189697,0.7291718125343323
2017,9.690624237060547,0.7682586312294006,58.20000076293945,0.8173080086708069,-0.25131916999816895,0.7314414978027344
2007,9.498043060302734,0.886402428150177,63.779998779296875,0.7766448259353638,-0.02285289391875267,0.728038489818573
2008,9.537787437438965,0.8781075477600098,64.0199966430664,0.7819311022758484,-0.08433141559362411,0.6882727742195129
2009,9.526908874511719,0.9128180742263794,64.26000213623047,0.7667160630226135,-0.061907652765512466,0.7225149869918823
2010,9.590112686157227,0.9055281281471252,64.5,0.8059492707252502,-0.060707636177539825,0.6560360789299011
2011,9.619927406311035,0.9162529110908508,64.76000213623047,0.8336557745933533,-0.07911564409732819,0.6621667146682739
2013,9.650891304016113,0.9104217290878296,65.27999877929688,0.7848149538040161,-0.10150157660245895,0.7069541811943054
2014,9.647359848022461,0.8983164429664612,65.54000091552734,0.7138143181800842,-0.12198574841022491,0.7103034257888794
2015,9.602869987487793,0.9066931009292603,65.80000305175781,0.7989352941513062,-0.02231738716363907,0.7713390588760376
2016,9.561019897460938,0.912455141544342,66.0,0.8065715432167053,-0.1069948598742485,0.7810927629470825
2017,9.563530921936035,0.9046942591667175,66.19999694824219,0.7647925615310669,-0.1816277951002121,0.7944573760032654
2007,9.579360961914062,0.8315076231956482,65.0999984741211,0.565786600112915,-0.13600368797779083,0.9760610461235046
2010,9.634514808654785,0.8432720303535461,65.69999694824219,0.5445364117622375,-0.14291003346443176,0.9409700036048889
2011,9.659894943237305,0.8602722883224487,65.80000305175781,0.6635279059410095,-0.2262154370546341,0.947978675365448
2012,9.665996551513672,0.8379666209220886,65.9000015258789,0.6412564516067505,-0.1700991988182068,0.9382086992263794
2013,9.676520347595215,0.8291323184967041,66.0,0.603213369846344,-0.18924051523208618,0.9620471000671387
2014,9.70041275024414,0.8859491944313049,66.0999984741211,0.5755959153175354,-0.05310038849711418,0.9546369314193726
2015,9.74091625213623,0.9075170159339905,66.19999694824219,0.6368178129196167,-0.1978132575750351,0.941279947757721
2016,9.786541938781738,0.9260360598564148,66.4000015258789,0.7002655267715454,-0.16832439601421356,0.935988187789917
2017,9.83125114440918,0.9417545795440674,66.5999984741211,0.6890470385551453,-0.15254060924053192,0.9107997417449951
2006,7.174666881561279,0.796405017375946,46.65999984741211,0.5883380174636841,0.037187766283750534,0.7977005839347839
2007,7.199557781219482,0.7707850337028503,47.41999816894531,0.582292377948761,-0.05224364995956421,0.8327649235725403
2008,7.239715099334717,0.726650595664978,48.18000030517578,0.6120641827583313,-0.094007208943367,0.8871243596076965
2010,7.2607879638671875,0.7731035351753235,49.70000076293945,0.586580753326416,-0.027303248643875122,0.7673351168632507
2011,7.294863700866699,0.7095281481742859,50.2400016784668,0.7245684862136841,-0.09577406942844391,0.7067983746528625
2012,7.327420234680176,0.7437657713890076,50.779998779296875,0.6218487024307251,-0.06084593012928963,0.7262868881225586
2013,7.353914260864258,0.7452166080474854,51.31999969482422,0.7412574291229248,-0.00713349087163806,0.7647214531898499
2014,7.366653919219971,0.742262065410614,51.86000061035156,0.7099645137786865,0.005000344943255186,0.8007578253746033
2015,7.375465393066406,0.7053934931755066,52.400001525878906,0.659102737903595,0.012270663864910603,0.6927239894866943
2016,7.40395975112915,0.7644011378288269,52.900001525878906,0.6446815133094788,0.008135749027132988,0.7205424308776855
2017,7.436165809631348,0.784761369228363,53.400001525878906,0.6137747168540955,-0.05469273030757904,0.7274513244628906
2008,6.576180934906006,0.2909338176250458,49.02000045776367,0.2600693106651306,-0.012686640955507755,0.8598136305809021
2009,6.580726623535156,0.3256925344467163,49.65999984741211,0.42735591530799866,-0.01307644508779049,0.7182034254074097
2011,6.605594635009766,0.4222400188446045,50.68000030517578,0.4898630380630493,-0.05626517906785011,0.6771076917648315
2014,6.644401550292969,0.5646781325340271,51.81999969482422,0.43138498067855835,-0.05268225073814392,0.8076188564300537
2007,7.754554271697998,0.6751320958137512,56.099998474121094,0.8186995387077332,0.1152929738163948,0.8785075545310974
2008,7.804533004760742,0.6192643046379089,56.900001525878906,0.9141729474067688,0.045160774141550064,0.8883920311927795
2009,7.790403842926025,0.8182580471038818,57.70000076293945,0.9372333288192749,0.15222127735614777,0.9647789597511292
2010,7.832932472229004,0.6971638202667236,58.5,0.9401311874389648,0.34953707456588745,0.8957144618034363
2011,7.885352611541748,0.7155189514160156,58.880001068115234,0.9274623990058899,0.4181019961833954,0.7753556370735168
2012,7.939631462097168,0.6055285930633545,59.2599983215332,0.9555957913398743,0.24625636637210846,0.8901361227035522
2013,7.994119167327881,0.6505895853042603,59.63999938964844,0.9405929446220398,0.16330714523792267,0.8119916319847107
2014,8.046728134155273,0.6934341788291931,60.02000045776367,0.937544584274292,0.23878803849220276,0.8425551056861877
2015,8.098687171936035,0.7286102771759033,60.400001525878906,0.9563198089599609,0.20940448343753815,0.8251302242279053
2016,8.150982856750488,0.7459012269973755,60.79999923706055,0.9578214883804321,0.07531324774026871,0.8404168486595154
2017,8.203479766845703,0.7650949358940125,61.20000076293945,0.9637746810913086,0.08702883124351501,0.8210229277610779
2006,7.936681270599365,0.6896007657051086,45.97999954223633,0.6534226536750793,-0.01008905004709959,0.9070676565170288
2007,7.957119941711426,0.7173941731452942,46.560001373291016,0.6438839435577393,-0.032156214118003845,0.9103497266769409
2008,7.963904857635498,0.696715772151947,47.13999938964844,0.58025723695755,-0.0697675347328186,0.9450027942657471
2009,7.958130359649658,0.7286939024925232,47.720001220703125,0.698030412197113,-0.01754544861614704,0.9254472851753235
2010,7.9643049240112305,0.758640706539154,48.29999923706055,0.7922201752662659,0.0015274204779416323,0.8747186660766602
2011,7.977363586425781,0.7379928231239319,48.70000076293945,0.8166937828063965,-0.029678327962756157,0.8696156740188599
2012,7.994481563568115,0.7428373098373413,49.099998474121094,0.7660642266273499,-0.03287304565310478,0.8980287909507751
2013,8.01993179321289,0.7601943612098694,49.5,0.7940759658813477,-0.031132057309150696,0.8672574162483215
2014,8.050090789794922,0.7777770757675171,49.900001525878906,0.7946455478668213,-0.07220783829689026,0.8558497428894043
2015,8.078248977661133,0.6463124752044678,50.29999923706055,0.7914285659790039,0.048389844596385956,0.8680490255355835
2016,8.09708023071289,0.6592997908592224,51.099998474121094,0.7125070095062256,-0.004436557646840811,0.8794505596160889
2017,8.105579376220703,0.6945964097976685,51.900001525878906,0.7669450044631958,-0.029375595971941948,0.8435856103897095
2005,10.609851837158203,0.9615524411201477,71.30000305175781,0.9573062658309937,0.24993224442005157,0.5026811957359314
2008,10.635754585266113,0.9387074112892151,71.83999633789062,0.9263149499893188,0.25958696007728577,0.36958780884742737
2009,10.59461498260498,0.9428445100784302,72.0199966430664,0.9150578379631042,0.2442735880613327,0.4126221239566803
2010,10.613924026489258,0.9537654519081116,72.19999694824219,0.933948814868927,0.22848187386989594,0.41265958547592163
2011,10.635120391845703,0.9216692447662354,72.36000061035156,0.9509252905845642,0.25115418434143066,0.43299153447151184
2012,10.641732215881348,0.948128342628479,72.5199966430664,0.9179611206054688,0.28800705075263977,0.4656018316745758
2013,10.654200553894043,0.9362393617630005,72.68000030517578,0.9160138964653015,0.3136233389377594,0.4062361419200897
2014,10.672428131103516,0.9178363084793091,72.83999633789062,0.9388976097106934,0.267812043428421,0.44173532724380493
2015,10.671839714050293,0.9390670657157898,73.0,0.9314689636230469,0.25075411796569824,0.42715224623680115
2016,10.671526908874512,0.9243925213813782,73.19999694824219,0.9124239087104797,0.20902100205421448,0.3850904405117035
2017,10.689018249511719,0.9337489604949951,73.4000015258789,0.9451450109481812,0.16087308526039124,0.36203432083129883
2007,6.785988807678223,0.532296895980835,40.900001525878906,0.6628710031509399,0.09115856885910034,0.7821307182312012
2010,6.889991760253906,0.48333388566970825,42.70000076293945,0.6899508833885193,-0.025975514203310013,0.8453769683837891
2011,6.923843860626221,0.3873909115791321,43.08000183105469,0.7800177931785583,-0.005910656414926052,0.8344988822937012
2016,6.594326972961426,0.2901841700077057,44.900001525878906,0.6240565180778503,0.042240213602781296,0.8590730428695679
2017,6.625160217285156,0.31958913803100586,45.20000076293945,0.6452523469924927,0.08241035789251328,0.8895660042762756
2006,7.4603142738342285,0.72430819272995,43.18000030517578,0.30613189935684204,0.015540014952421188,0.9610737562179565
2007,7.458575248718262,0.4789508581161499,43.65999984741211,0.29461178183555603,-0.023724447935819626,0.8736096024513245
2008,7.455411911010742,0.5708348155021667,44.13999938964844,0.5266103744506836,0.05038127303123474,0.9435535669326782
2009,7.463607311248779,0.6457136273384094,44.619998931884766,0.4013702869415283,0.00916016474366188,0.9311807751655579
2010,7.557334899902344,0.7337136268615723,45.099998474121094,0.5046125650405884,0.012514733709394932,0.8576640486717224
2011,7.5245280265808105,0.8188440203666687,45.41999816894531,0.5402679443359375,0.01824965700507164,0.8763836622238159
2012,7.575920104980469,0.6728664636611938,45.7400016784668,0.5629081130027771,-0.04645800590515137,0.884475827217102
2013,7.597845077514648,0.7141446471214294,46.060001373291016,0.4882103502750397,-0.057905323803424835,0.8819723725318909
2014,7.631598949432373,0.7330667972564697,46.380001068115234,0.5667953491210938,-0.08235468715429306,0.8809340000152588
2015,7.626679420471191,0.7512522339820862,46.70000076293945,0.4743608832359314,-0.041144564747810364,0.8886393904685974
2016,7.530642032623291,0.6162048578262329,47.20000076293945,0.52522212266922,0.039693962782621384,0.8197888731956482
2017,7.469523906707764,0.6606155633926392,47.70000076293945,0.6148496866226196,-0.004402440041303635,0.7923899292945862
2006,9.789905548095703,0.8355436325073242,68.66000366210938,0.7442919015884399,0.16445063054561615,0.6336298584938049
